authors_links,authors_citations,authors_publications,authors_h-index,authors_highly_influenced_papers
"['https://www.semanticscholar.org/author/Ziwen-Chen/150356082', 'https://www.semanticscholar.org/author/Wenxuan-Wu/48714700', 'https://www.semanticscholar.org/author/Zhongang-Qi/2539841', 'https://www.semanticscholar.org/author/Fuxin-Li/3141988']",6;3;223;2587,8;7;18;82,2;1;7;25,1;1;31;323
"['-1', 'https://www.semanticscholar.org/author/Ryan-Williams/145711581']",-1;5056,-1;206,-1;33,-1;530
"['https://www.semanticscholar.org/author/Shabnam-Daghaghi/1388018319', 'https://www.semanticscholar.org/author/Tharun-Medini/51491077', 'https://www.semanticscholar.org/author/Anshumali-Shrivastava/4260659']",0;6;1205,3;13;102,0;2;16,0;0;116
"['https://www.semanticscholar.org/author/Daniel-Clothiaux/7197436', 'https://www.semanticscholar.org/author/Ravi-Starzl/5000465']",297;73,4;17,2;3,26;0
"['https://www.semanticscholar.org/author/A.-Emin-Orhan/145267176', 'https://www.semanticscholar.org/author/Brenden-M.-Lake/2373318']",283;3160,20;47,9;16,15;307
"['https://www.semanticscholar.org/author/Eric-Tuan-Le/150091764', 'https://www.semanticscholar.org/author/Iasonas-Kokkinos/2010660', 'https://www.semanticscholar.org/author/Niloy-Jyoti-Mitra/1710455']",4;12313;12190,3;130;249,1;37;56,1;1694;921
"['https://www.semanticscholar.org/author/Grigorios-G.-Chrysos/34586458', 'https://www.semanticscholar.org/author/Jiankang-Deng/3234063', 'https://www.semanticscholar.org/author/Yannis-Panagakis/1780393', 'https://www.semanticscholar.org/author/Stefanos-Zafeiriou/1379747201']",163;1445;1153;1197,18;42;89;68,5;16;18;13,13;306;69;82
"['https://www.semanticscholar.org/author/Lu-Mi/3454023', 'https://www.semanticscholar.org/author/Haihui-Wang/48017428', 'https://www.semanticscholar.org/author/Yonglong-Tian/2476765', 'https://www.semanticscholar.org/author/Nir-Shavit/2613669']",56;856;1788;10312,63;89;22;223,4;8;13;51,2;45;190;1276
"['https://www.semanticscholar.org/author/Gaurav-Kumar/143662207', 'https://www.semanticscholar.org/author/Rishabh-Joshi/51468278', 'https://www.semanticscholar.org/author/Jaspreet-Singh/48404964', 'https://www.semanticscholar.org/author/Promod-Yenigalla/31024864']",0;55;253;60,1;8;54;9,0;1;7;3,0;7;14;6
"['-1', '-1', '-1', '-1', '-1']",-1;-1;-1;-1;-1,-1;-1;-1;-1;-1,-1;-1;-1;-1;-1,0;0;0;0;0
"['https://www.semanticscholar.org/author/Calvin-Seward/49972304', 'https://www.semanticscholar.org/author/Urs-Bergmann/35959543', 'https://www.semanticscholar.org/author/Roland-Vollgraf/2742129', 'https://www.semanticscholar.org/author/Sepp-Hochreiter/3308557']",15;246;2409;37413,7;21;35;112,2;6;12;29,0;33;617;6816
"['https://www.semanticscholar.org/author/Rania-Briq/117638983', 'https://www.semanticscholar.org/author/Andreas-D%C3%B6ring/29677625', 'https://www.semanticscholar.org/author/Juergen-Gall/145689714']",8;566;9655,4;34;177,1;14;54,0;49;985
"['https://www.semanticscholar.org/author/Rosalie-Dolor/1581574553', 'https://www.semanticscholar.org/author/Hsin-Chi-Chu/1576409329', 'https://www.semanticscholar.org/author/Shan-Hung-Wu/1743036']",0;0;349,1;1;33,0;0;12,0;0;44
"['https://www.semanticscholar.org/author/Zekun-Zhang/2194511', 'https://www.semanticscholar.org/author/Tianfu-Wu/47353858']",301;1233,25;90,10;18,17;59
"['https://www.semanticscholar.org/author/Grigorios-Chrysos/1688922', 'https://www.semanticscholar.org/author/Stylianos-Moschoglou/24278037', 'https://www.semanticscholar.org/author/Yannis-Panagakis/1780393', 'https://www.semanticscholar.org/author/Stefanos-Zafeiriou/1379747201']",278;133;1153;1197,39;14;89;68,7;4;18;13,30;25;69;82
"['-1', '-1', '-1', '-1', '-1', '-1', '-1']",-1;-1;-1;-1;-1;-1;-1,-1;-1;-1;-1;-1;-1;-1,-1;-1;-1;-1;-1;-1;-1,0;0;0;0;0;0;0
"['https://www.semanticscholar.org/author/Thomas-Effland/3149900', 'https://www.semanticscholar.org/author/Michael-Collins/152365891']",18;1535,6;63,2;9,0;137
"['https://www.semanticscholar.org/author/Ryen-Krusinga/66333632', 'https://www.semanticscholar.org/author/Sohil-Shah/144208571', 'https://www.semanticscholar.org/author/Matthias-Zwicker/1796846', 'https://www.semanticscholar.org/author/Tom-Goldstein/1962083', 'https://www.semanticscholar.org/author/David-W.-Jacobs/34734622']",4;134;6035;6632;13044,1;19;164;98;216,1;6;42;29;52,0;13;413;741;1625
"['-1', '-1', '-1', '-1']",-1;-1;-1;-1,-1;-1;-1;-1,-1;-1;-1;-1,0;0;0;0
"['-1', '-1', '-1', '-1', '-1', '-1', '-1']",-1;-1;-1;-1;-1;-1;-1,-1;-1;-1;-1;-1;-1;-1,-1;-1;-1;-1;-1;-1;-1,0;0;0;0;0;0;0
"['https://www.semanticscholar.org/author/Neal-Gupta/13898824', 'https://www.semanticscholar.org/author/W.-Ronny-Huang/145677189', 'https://www.semanticscholar.org/author/Liam-Fowl/120165773', 'https://www.semanticscholar.org/author/Chen-Zhu/144469722', 'https://www.semanticscholar.org/author/Soheil-Feizi/144806410', 'https://www.semanticscholar.org/author/Tom-Goldstein/69486855', 'https://www.semanticscholar.org/author/John-P.-Dickerson/1718974']",119;344;22;966;3697;260;1228,11;22;10;42;13;62;117,4;7;2;11;6;10;18,11;28;1;65;242;27;67
"['-1', '-1', '-1', '-1', '-1']",-1;-1;-1;-1;-1,-1;-1;-1;-1;-1,-1;-1;-1;-1;-1,0;0;0;0;0
"['https://www.semanticscholar.org/author/Clara-McCreery/12656126', 'https://www.semanticscholar.org/author/Namit-Katariya/2426278', 'https://www.semanticscholar.org/author/Anitha-Kannan/143957267', 'https://www.semanticscholar.org/author/Manish-Chablani/51930519', 'https://www.semanticscholar.org/author/Xavier-Amatriain/2478897']",45;14;439;3;3073,4;5;14;7;81,1;1;6;1;24,0;2;19;0;195
"['https://www.semanticscholar.org/author/Zhiwu-Huang/145314891', 'https://www.semanticscholar.org/author/Danda-Pani-Paudel/35268081', 'https://www.semanticscholar.org/author/Guanju-Li/1390810340', 'https://www.semanticscholar.org/author/Jiqing-Wu/1839268', 'https://www.semanticscholar.org/author/Radu-Timofte/1732855', 'https://www.semanticscholar.org/author/Luc-Van-Gool/1681236']",2152;207;4;340;8118;91677,242;43;4;23;181;1271,25;8;1;8;37;127,238;21;0;38;1032;10396
"['https://www.semanticscholar.org/author/Yen-Chang-Hsu/1912720', 'https://www.semanticscholar.org/author/Yilin-Shen/1774780', 'https://www.semanticscholar.org/author/Hongxia-Jin/1705713', 'https://www.semanticscholar.org/author/Zsolt-Kira/145276578']",201;1129;1709;1233,14;100;179;70,9;19;23;16,39;77;119;179
"['-1', '-1', '-1', '-1']",-1;-1;-1;-1,-1;-1;-1;-1,-1;-1;-1;-1,0;0;0;0
"['https://www.semanticscholar.org/author/Bowen-Li/49730060', 'https://www.semanticscholar.org/author/Xiaojuan-Qi/50844674', 'https://www.semanticscholar.org/author/Thomas-Lukasiewicz/1690572', 'https://www.semanticscholar.org/author/Philip-Hilaire-Sean-Torr/1730268']",57;4681;5504;1943,38;52;296;30,3;19;35;10,3;776;446;441
"['https://www.semanticscholar.org/author/Rogan-Morrow/1576853075', 'https://www.semanticscholar.org/author/Wei-Chen-Chiu/37811787']",3;262,3;29,1;7,0;33
"['https://www.semanticscholar.org/author/Luke-Y.-Prince/3424829', 'https://www.semanticscholar.org/author/Blake-A.-Richards/38498866']",31;1856,7;56,3;18,1;110
"['https://www.semanticscholar.org/author/Shanjiaoyang-Huang/1736534508', 'https://www.semanticscholar.org/author/Wei-Qi-Peng/49161566', 'https://www.semanticscholar.org/author/Zhuowen-Tu/103955652']",0;189;205,1;25;11,0;7;2,0;0;25
"['https://www.semanticscholar.org/author/Elad-Hoffer/40555034', 'https://www.semanticscholar.org/author/Tal-Ben-Nun/30602705', 'https://www.semanticscholar.org/author/Itay-Hubara/2477463', 'https://www.semanticscholar.org/author/Niv-Giladi/67166430', 'https://www.semanticscholar.org/author/Torsten-Hoefler/1713648', 'https://www.semanticscholar.org/author/Daniel-Soudry/1912398']",1526;124;3161;23;7030;5173,27;12;21;5;339;77,12;6;11;2;40;26,178;0;451;2;576;656
"['https://www.semanticscholar.org/author/Elad-Hoffer/40555034', 'https://www.semanticscholar.org/author/Berry-Weinstein/1410984019', 'https://www.semanticscholar.org/author/Itay-Hubara/2477463', 'https://www.semanticscholar.org/author/Tal-Ben-Nun/1402921119', 'https://www.semanticscholar.org/author/Torsten-Hoefler/1713648', 'https://www.semanticscholar.org/author/Daniel-Soudry/1912398']",1533;1;3182;484;7098;5180,27;3;21;31;340;77,12;1;11;10;40;26,178;0;453;50;574;657
"['-1', 'https://www.semanticscholar.org/author/Francis-E.-H.-Tay/40983412', , 'https://www.semanticscholar.org/author/Guilin-Li/153185016', 'https://www.semanticscholar.org/author/Tao-Wang/1514738707', 'https://www.semanticscholar.org/author/Jiashi-Feng/33221685']",-1;12;122;27;9932,-1;7;65;16;333,-1;2;6;2;52,0;3;9;1;1286
"['https://www.semanticscholar.org/author/Andrea-Maio/24390337', 'https://www.semanticscholar.org/author/Simon-Lacroix/1698466']",1273;130,88;25,23;5,22;5
"['https://www.semanticscholar.org/author/Mohammad-Sadegh-Aliakbarian/31906425', 'https://www.semanticscholar.org/author/Fatemeh-Sadat-Saleh/9120887', 'https://www.semanticscholar.org/author/Mathieu-Salzmann/2862871', 'https://www.semanticscholar.org/author/Lars-G.-Petersson/2370776', 'https://www.semanticscholar.org/author/Stephen-J.-Gould/49384810']",81;101;5938;2420;9812,15;16;202;131;434,4;4;44;29;39,6;6;629;139;677
"['https://www.semanticscholar.org/author/Kangning-Liu/120448717', 'https://www.semanticscholar.org/author/Shuhang-Gu/2476317', 'https://www.semanticscholar.org/author/Radu-Timofte/1732855']",23;3166;8118,7;59;181,3;19;37,0;562;1032
"['https://www.semanticscholar.org/author/Bindiganavile-S.-Vivek/50748899', 'https://www.semanticscholar.org/author/R.-Venkatesh-Babu/144682140']",105;4255,11;228,4;34,14;401
"['https://www.semanticscholar.org/author/Yiluan-Guo/9207644', 'https://www.semanticscholar.org/author/Ngai-Man-Cheung/143770929']",71;2986,6;187,3;30,3;181
"['https://www.semanticscholar.org/author/Hung-Yu-Tseng/143963461', 'https://www.semanticscholar.org/author/Yung-Wei-Chen/47558904', 'https://www.semanticscholar.org/author/Yi-Hsuan-Tsai/2580349', 'https://www.semanticscholar.org/author/Sifei-Liu/2391885', 'https://www.semanticscholar.org/author/Yen-Yu-Lin/47905461', 'https://www.semanticscholar.org/author/Ming-Hsuan-Yang/37144787']",568;7;1224;1449;184;5994,25;12;60;43;37;132,10;2;13;15;8;27,105;0;242;234;18;1287
"['https://www.semanticscholar.org/author/Shishi-Qiao/9648345', 'https://www.semanticscholar.org/author/Ruiping-Wang/3373117', 'https://www.semanticscholar.org/author/Shiguang-Shan/144481158', 'https://www.semanticscholar.org/author/Xilin-Chen/1710220']",6;3805;489;17134,5;111;61;515,2;27;7;61,0;548;78;1819
"['https://www.semanticscholar.org/author/Ami-Abutbul/1581334499', 'https://www.semanticscholar.org/author/Gal-Elidan/1684677', 'https://www.semanticscholar.org/author/Liran-Katzir/2365417', 'https://www.semanticscholar.org/author/Ran-El-Yaniv/1397664558']",0;2534;851;111,3;73;33;10,0;21;12;4,0;223;113;16
"['https://www.semanticscholar.org/author/Naveen-Panwar/34065547', 'https://www.semanticscholar.org/author/Tarun-Tater/51915835', 'https://www.semanticscholar.org/author/Anush-Sankaran/2473935', 'https://www.semanticscholar.org/author/Senthil-Kumar-Mani/3250300']",33;7;435;3,16;5;46;17,3;2;12;1,1;1;33;1
"['-1', '-1', '-1', '-1']",-1;-1;-1;-1,-1;-1;-1;-1,-1;-1;-1;-1,0;0;0;0
"['https://www.semanticscholar.org/author/Xinyu-Zhang/50812963', 'https://www.semanticscholar.org/author/Jiawang-Bian/3459992', 'https://www.semanticscholar.org/author/Le-Zhang/50081274', 'https://www.semanticscholar.org/author/Zao-Yi-Zheng/1432233153', 'https://www.semanticscholar.org/author/Yunlong-Liu/49420738', 'https://www.semanticscholar.org/author/Ming-Ming-Cheng/37535930', '-1']",790;362;200;0;153;11446;-1,105;12;42;1;49;158;-1,13;4;5;0;7;42;-1,70;58;7;0;15;1605;0
"['https://www.semanticscholar.org/author/Chaoyang-He/31927890', 'https://www.semanticscholar.org/author/Haishan-Ye/2729522', 'https://www.semanticscholar.org/author/Tong-Zhang/50728655']",258;58;206,26;21;81,7;5;6,22;6;22
"['-1', '-1', '-1']",-1;-1;-1,-1;-1;-1,-1;-1;-1,0;0;0
"['https://www.semanticscholar.org/author/Yaniv-David/1974088', 'https://www.semanticscholar.org/author/Uri-Alon/47051926', 'https://www.semanticscholar.org/author/Eran-Yahav/1743232']",189;361;4324,10;10;144,5;5;40,31;56;368
"['https://www.semanticscholar.org/author/Jay-Heo/46227349', 'https://www.semanticscholar.org/author/Junhyeon-Park/51194683', 'https://www.semanticscholar.org/author/Hyewon-Jeong/2089710', '-1', 'https://www.semanticscholar.org/author/Kwang-Joon-Kim/79394954', 'https://www.semanticscholar.org/author/Juho-Lee/48174830', 'https://www.semanticscholar.org/author/Eunho-Yang/1720494', 'https://www.semanticscholar.org/author/Sung-Ju-Hwang/35788904']",11;0;161;-1;4;529;1137;1185,3;4;28;-1;9;54;81;75,1;0;6;-1;1;5;16;17,1;0;9;0;0;44;171;124
"['-1', 'https://www.semanticscholar.org/author/Linchao-Zhu/2948393', ""'https://www.semanticscholar.org/author/Zongxin-Yang/15556978"", '-1']",-1;409;18;-1,-1;44;7;-1,-1;10;2;-1,0;45;2;0
"['https://www.semanticscholar.org/author/Arne-Nix/120981230', 'https://www.semanticscholar.org/author/Yunsu-Kim/3179080', 'https://www.semanticscholar.org/author/Jan-Rosendahl/24905818', 'https://www.semanticscholar.org/author/Shahram-Khadivi/2490162', 'https://www.semanticscholar.org/author/Hermann-Ney/145322333']",20;109;28;826;39271,4;33;9;89;942,3;6;3;15;86,4;11;3;63;2900
"['https://www.semanticscholar.org/author/Gyoung-S.-Na/51113624', 'https://www.semanticscholar.org/author/Hyunwoo-Kim/8186013']",16;164,5;36,2;8,1;3
"['https://www.semanticscholar.org/author/Mengting-Li/8392935', 'https://www.semanticscholar.org/author/Yingyi-Ma/121720851', 'https://www.semanticscholar.org/author/Xin-hua-Zhang/49469336']",43838;2;32,3566;7;30,89;1;3,1528;0;0
"['https://www.semanticscholar.org/author/Yujia-Yan/47971027', 'https://www.semanticscholar.org/author/Zhiyao-Duan/72028302']",9;40,5;18,1;4,1;0
"['https://www.semanticscholar.org/author/Bin-Dai/144065729', 'https://www.semanticscholar.org/author/David-Wipf/46794011']",248;12,43;5,9;2,1;2
"['https://www.semanticscholar.org/author/L.-Chan/1679211', 'https://www.semanticscholar.org/author/Andrew-Critch/2651789', 'https://www.semanticscholar.org/author/Anca-D.-Dragan/2745001']",1913;149;3854,44;18;126,21;6;32,97;8;291
"['-1', '-1', '-1', '-1', '-1']",-1;-1;-1;-1;-1,-1;-1;-1;-1;-1,-1;-1;-1;-1;-1,0;0;0;0;0
"['https://www.semanticscholar.org/author/Xingjian-Li/48568352', 'https://www.semanticscholar.org/author/Haozhe-An/1576552123', 'https://www.semanticscholar.org/author/Haoyi-Xiong/40518823', 'https://www.semanticscholar.org/author/Jun-Huan/144733837', 'https://www.semanticscholar.org/author/Dejing-Dou/1721158', 'https://www.semanticscholar.org/author/Chengzhong-Xu/38623820']",78;1;1607;3200;2546;232,15;6;95;195;158;51,6;1;21;24;25;8,0;0;85;249;178;14
"['https://www.semanticscholar.org/author/Zheng-Ding/143910044', 'https://www.semanticscholar.org/author/Yifan-Xu/40399533', 'https://www.semanticscholar.org/author/Weijian-Xu/50232043', 'https://www.semanticscholar.org/author/Yang-Yang/46285717', 'https://www.semanticscholar.org/author/M.-Welling/144026434', 'https://www.semanticscholar.org/author/Zhuowen-Tu/103955652']",242;1301;33;2925;790;205,29;139;12;190;60;11,9;20;4;11;14;2,19;36;2;138;114;25
"['https://www.semanticscholar.org/author/Haichuan-Yang/3274411', 'https://www.semanticscholar.org/author/Shupeng-Gui/3631339', 'https://www.semanticscholar.org/author/Yuhao-Zhu/2124167', 'https://www.semanticscholar.org/author/Ji-Liu/102551205']",184;25;780;256,32;14;59;70,8;3;15;7,5;0;59;29
"['https://www.semanticscholar.org/author/Kimmo-K%C3%A4rkk%C3%A4inen/66908398', 'https://www.semanticscholar.org/author/Jungseock-Joo/1834047']",27;302,10;28,3;10,4;20
"['https://www.semanticscholar.org/author/Cheng-Hao-Tu/51294406', 'https://www.semanticscholar.org/author/Jia-Hong-Lee/1781429', 'https://www.semanticscholar.org/author/Yi-Ming-Chan/2679814', 'https://www.semanticscholar.org/author/Chu-Song-Chen/1720473']",3;300;223;4885,7;20;28;219,1;4;7;34,0;33;6;535
"['https://www.semanticscholar.org/author/Yinpeng-Dong/3431029', 'https://www.semanticscholar.org/author/Qi-An-Fu/122796274', 'https://www.semanticscholar.org/author/Xiao-Yang/46402311', '-1', 'https://www.semanticscholar.org/author/Jun-Zhu/145254056']",1430;4;42;-1;886,28;11;19;-1;96,15;1;3;-1;17,212;0;6;-1;16
"['https://www.semanticscholar.org/author/Chengxu-Zhuang/2117357', '-1', 'https://www.semanticscholar.org/author/Alex-Andonian/50112310', 'https://www.semanticscholar.org/author/Daniel-L.-K.-Yamins/40657572']",156;-1;422;658,11;-1;10;45,4;-1;5;9,11;0;83;37
"['https://www.semanticscholar.org/author/Kartikeya-Bhardwaj/38632603', 'https://www.semanticscholar.org/author/Radu-Marculescu/1702532']",140;9746,26;302,5;50,8;621
"['https://www.semanticscholar.org/author/Zizhao-Zhang/2476328', 'https://www.semanticscholar.org/author/Han-Zhang/120811666', 'https://www.semanticscholar.org/author/Sercan-%C3%96.-Arik/2676352', 'https://www.semanticscholar.org/author/Honglak-Lee/1697141', 'https://www.semanticscholar.org/author/Tomas-Pfister/1945962']",1007;1531;1537;25920;2426,59;72;53;169;47,15;8;17;62;16,108;174;122;2904;292
"['https://www.semanticscholar.org/author/Zana-Rashidi/71425610', 'https://www.semanticscholar.org/author/Aijun-An/144081368', 'https://www.semanticscholar.org/author/Xiaogang-Wang/48631549']",7;3205;2973,5;181;140,1;28;24,0;215;407
"['https://www.semanticscholar.org/author/Mouad-Riyad/147582370', 'https://www.semanticscholar.org/author/Mohammed-Khalil/144243070', 'https://www.semanticscholar.org/author/Abdellah-Adib/2486666']",3;113;663,3;38;100,1;6;14,0;2;35
"['https://www.semanticscholar.org/author/Sam-Shleifer/88728159', 'https://www.semanticscholar.org/author/Manish-Chablani/51930519', 'https://www.semanticscholar.org/author/Namit-Katariya/2426278', 'https://www.semanticscholar.org/author/Anitha-Kannan/143957267', 'https://www.semanticscholar.org/author/Xavier-Amatriain/69036053']",8;3;14;439;326,7;7;5;14;10,2;1;1;6;6,0;0;2;19;30
"['https://www.semanticscholar.org/author/Shashanka-Venkataramanan/39863130', 'https://www.semanticscholar.org/author/Rajat-Vikram-Singh/117937623', 'https://www.semanticscholar.org/author/Kuan-Chuan-Peng/2692770']",94;25;383,14;8;21,4;2;9,3;5;63
"['https://www.semanticscholar.org/author/Zachary-Kaden/51010350', 'https://www.semanticscholar.org/author/Teven-Le-Scao/1379806208', 'https://www.semanticscholar.org/author/Raphael-Olivier/51236314']",43;0;22,5;3;9,2;0;1,4;0;1
"['-1', '-1', '-1', '-1']",-1;-1;-1;-1,-1;-1;-1;-1,-1;-1;-1;-1,0;0;0;0
"['https://www.semanticscholar.org/author/Yue-Fan/91960435', 'https://www.semanticscholar.org/author/Yongqin-Xian/3370667', 'https://www.semanticscholar.org/author/Max-Maria-Losch/50048935', 'https://www.semanticscholar.org/author/Bernt-Schiele/48920094']",9;1233;38;44100,25;9;12;505,2;6;4;103,0;295;2;5160
"['https://www.semanticscholar.org/author/Yahui-Liu/40566312', 'https://www.semanticscholar.org/author/Marco-De-Nadai/7405787', 'https://www.semanticscholar.org/author/Jian-Yao/114689671', 'https://www.semanticscholar.org/author/Nicu-Sebe/1703601', 'https://www.semanticscholar.org/author/Bruno-Lepri/49305855', 'https://www.semanticscholar.org/author/Xavier-Alameda-Pineda/1382657362']",552;216;1195;17136;217;1022,78;21;69;548;14;85,12;6;10;69;4;18,26;8;59;1030;21;55
